id,short_code,code,name,user_type_id/id,reconcile,account_type,group_id/id,chart_template_id:id
ttrx_phr2_1_1_05_003,141,2.1.1.05.003,IRFONTE a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_05,br_pharmedic_chart_template
ttrx_phr2_1_1_06_001,143,2.1.1.06.001,ICMS a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_002,145,2.1.1.06.002,IPI a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_003,147,2.1.1.06.003,COFINS a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_004,149,2.1.1.06.004,PIS a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_005,151,2.1.1.06.005,ISS a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_006,153,2.1.1.06.006,CSL a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_007,155,2.1.1.06.007,ICMS SUBSTITUÍÇÃO TRIBUTÁRIA a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_008,157,2.1.1.06.008,Simples a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_009,159,2.1.1.06.009,INSS PF a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_010,161,2.1.1.06.010,INSS PJ a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_011,163,2.1.1.06.011,IRRF PF a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_012,165,2.1.1.06.012,IRRF PJ a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_06_013,167,2.1.1.06.013,CSRF a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_06,br_pharmedic_chart_template
ttrx_phr2_1_1_07_001,169,2.1.1.07.001,IRPJ a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_07,br_pharmedic_chart_template
ttrx_phr2_1_1_07_002,171,2.1.1.07.002,CSSL a Recolher,account.data_account_type_payable,1,,phar_gp_2_1_1_07,br_pharmedic_chart_template
ttrx_phr2_1_1_08_001,173,2.1.1.08.001,Comissoes a Pagar,account.data_account_type_payable,1,,phar_gp_2_1_1_08,br_pharmedic_chart_template
ttrx_phr2_1_1_08_002,175,2.1.1.08.002,Fretes a Pagar,account.data_account_type_payable,1,,phar_gp_2_1_1_08,br_pharmedic_chart_template
ttrx_phr2_1_1_08_003,177,2.1.1.08.003,Alugueis a Pagar,account.data_account_type_payable,1,,phar_gp_2_1_1_08,br_pharmedic_chart_template
ttrx_phr2_1_1_08_004,179,2.1.1.08.004,Leasing a Pagar,account.data_account_type_payable,1,,phar_gp_2_1_1_08,br_pharmedic_chart_template
ttrx_phr2_1_1_08_005,181,2.1.1.08.005,Outras Contas A Pagar,account.data_account_type_payable,1,,phar_gp_2_1_1_08,br_pharmedic_chart_template
ttrx_phr2_1_1_08_006,183,2.1.1.08.006,Adiantamento de Clientes,account.data_account_type_prepayments,1,,phar_gp_2_1_1_08,br_pharmedic_chart_template
ttrx_phr2_1_2_01_001,185,2.1.2.01.001,Provisão Férias,account.data_account_type_current_liabilities,0,,phar_gp_2_1_2_01,br_pharmedic_chart_template
ttrx_phr2_1_2_01_002,187,2.1.2.01.002,Provisão 13. Salário,account.data_account_type_current_liabilities,0,,phar_gp_2_1_2_01,br_pharmedic_chart_template
ttrx_phr2_3_1_01_001,189,2.3.1.01.001,Capital Social Subscrito,account.data_account_type_non_current_liabilities,0,,phar_gp_2_3_1_01,br_pharmedic_chart_template
ttrx_phr3_1_1_01_001,191,3.1.1.01.001,Venda De Mercadorias Mercado Interno,account.data_account_type_revenue,0,income,phar_gp_3_1_1_01,br_pharmedic_chart_template
ttrx_phr3_1_1_01_002,193,3.1.1.01.002,Venda De Mercadorias Exportação,account.data_account_type_revenue,0,income,phar_gp_3_1_1_01,br_pharmedic_chart_template
ttrx_phr3_1_1_01_003,195,3.1.1.01.003,Venda De Serviços,account.data_account_type_revenue,0,income,phar_gp_3_1_1_01,br_pharmedic_chart_template
ttrx_phr3_1_1_01_004,197,3.1.1.01.004,Venda De Sucatas,account.data_account_type_revenue,0,income,phar_gp_3_1_1_01,br_pharmedic_chart_template
ttrx_phr3_1_1_01_005,199,3.1.1.01.005,Receita com Industrializações,account.data_account_type_revenue,0,income,phar_gp_3_1_1_01,br_pharmedic_chart_template
ttrx_phr3_1_1_02_001,201,3.1.1.02.001,Devolução de Vendas,account.data_account_type_revenue,0,income,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_002,203,3.1.1.02.002,Descontos Concedidos,account.data_account_type_revenue,0,income,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_003,205,3.1.1.02.003,SIMPLES Sobre Faturamento,account.data_account_type_revenue,0,tax,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_004,207,3.1.1.02.004,ICMS Sobre Vendas,account.data_account_type_revenue,0,tax,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_005,209,3.1.1.02.005,ICMS Substituíção Tributária Sobre Vendas,account.data_account_type_revenue,0,tax,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_006,211,3.1.1.02.006,ISS Sobre Serviços,account.data_account_type_revenue,0,tax,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_007,213,3.1.1.02.007,COFINS Sobre Vendas,account.data_account_type_revenue,0,tax,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_008,215,3.1.1.02.008,PIS Sobre Vendas,account.data_account_type_revenue,0,tax,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_009,217,3.1.1.02.009,IPI Sobre Vendas,account.data_account_type_revenue,0,tax,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_1_02_010,219,3.1.1.02.010,IRRF Sobre Vendas,account.data_account_type_revenue,0,tax,phar_gp_3_1_1_02,br_pharmedic_chart_template
ttrx_phr3_1_2_01_001,221,3.1.2.01.001,Mercadoria Comprada Revenda,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_01,br_pharmedic_chart_template
ttrx_phr3_1_2_01_002,223,3.1.2.01.002,Fretes Sobre Mercadoria Comprada,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_01,br_pharmedic_chart_template
ttrx_phr3_1_2_01_003,225,3.1.2.01.003,(-) ICMS Sobre Compras,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_01,br_pharmedic_chart_template
ttrx_phr3_1_2_01_004,227,3.1.2.01.004,(-) IPI Sobre Compras,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_01,br_pharmedic_chart_template
ttrx_phr3_1_2_01_005,229,3.1.2.01.005,(-) PIS S/ Compras,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_01,br_pharmedic_chart_template
ttrx_phr3_1_2_01_006,231,3.1.2.01.006,(-) COFINS S/ Compras,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_01,br_pharmedic_chart_template
ttrx_phr3_1_2_01_007,233,3.1.2.01.007,Embalagens,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_01,br_pharmedic_chart_template
ttrx_phr3_1_2_01_008,235,3.1.2.01.008,Bulas,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_01,br_pharmedic_chart_template
ttrx_phr3_1_2_02_001,237,3.1.2.02.001,Compra Mercadoria Importada,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_02_002,239,3.1.2.02.002,Fretes Internacional Importação,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_02_003,241,3.1.2.02.003,(-) ICMS Sobre Importação,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_02_004,243,3.1.2.02.004,(-) IPI Sobre Importação,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_02_005,245,3.1.2.02.005,(-) PIS Sobre importação,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_02_006,247,3.1.2.02.006,(-) COFINS Sobre Importação,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_02_007,249,3.1.2.02.007,(-) II Imposto Sobre Importação,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_02_008,251,3.1.2.02.008,Despachante Importação,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_02_009,253,3.1.2.02.009,Taxas Sobre Importação,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_02,br_pharmedic_chart_template
ttrx_phr3_1_2_03_001,255,3.1.2.03.001,Compra de Insumos,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_03,br_pharmedic_chart_template
ttrx_phr3_1_2_03_002,257,3.1.2.03.002,Fretes Sobre Insumos,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_03,br_pharmedic_chart_template
ttrx_phr3_1_2_03_003,259,3.1.2.03.003,(-) ICMS Sobre Insumos,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_03,br_pharmedic_chart_template
ttrx_phr3_1_2_03_004,261,3.1.2.03.004,(-) IPI Sobre Insumos,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_03,br_pharmedic_chart_template
ttrx_phr3_1_2_03_005,263,3.1.2.03.005,(-) PIS S/ Insumos,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_03,br_pharmedic_chart_template
ttrx_phr3_1_2_03_006,265,3.1.2.03.006,(-) COFINS S/ Insumos,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_03,br_pharmedic_chart_template
ttrx_phr3_1_2_04_001,267,3.1.2.04.001,Custos dos Serviços Vendidos,account.data_account_type_direct_costs,0,expense,phar_gp_3_1_2_04,br_pharmedic_chart_template
ttrx_phr3_1_3_01_001,269,3.1.3.01.001,Rendimentos Aplicações Financeiras,account.data_account_type_other_income,0,income,phar_gp_3_1_3_01,br_pharmedic_chart_template
ttrx_phr3_1_3_01_002,271,3.1.3.01.002,Desconto Obtidos,account.data_account_type_other_income,0,income,phar_gp_3_1_3_01,br_pharmedic_chart_template
ttrx_phr3_1_3_01_003,273,3.1.3.01.003,Juros Multas Recebidas,account.data_account_type_other_income,0,income,phar_gp_3_1_3_01,br_pharmedic_chart_template
ttrx_phr3_1_3_02_001,275,3.1.3.02.001,Variacao Cambial Ativa,account.data_account_type_other_income,0,income,phar_gp_3_1_3_02,br_pharmedic_chart_template
ttrx_phr3_1_4_01_001,279,3.1.4.01.001,Receitas de Venda de Ativo Fixo,account.data_account_type_other_income,0,income,phar_gp_3_1_4_01,br_pharmedic_chart_template
ttrx_phr3_1_4_01_002,281,3.1.4.01.002,Custo do Ativo Fixo,account.data_account_type_other_income,0,income,phar_gp_3_1_4_01,br_pharmedic_chart_template
ttrx_phr3_1_4_01_003,283,3.1.4.01.003,(-) Baixa de Depreciação do Ativo Fixo,account.data_account_type_other_income,0,income,phar_gp_3_1_4_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_001,285,4.1.1.01.001,account_template_3010101010200,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_002,287,4.1.1.01.002,Ferias,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_003,289,4.1.1.01.003,13 Salario,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_004,291,4.1.1.01.004,Pro Labore,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_005,293,4.1.1.01.005,Estagio,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_006,295,4.1.1.01.006,Gratificacoes,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_007,297,4.1.1.01.007,Plr - Participacao Nos Lucros,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_008,299,4.1.1.01.008,Bolsa - Cursos E Treinamentos,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_009,301,4.1.1.01.009,Rescisoes Trabalhistas,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_010,303,4.1.1.01.010,Ajuda De Custos,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_011,305,4.1.1.01.011,Vale Refeicao,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_012,307,4.1.1.01.012,Vale Transporte,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_013,309,4.1.1.01.013,Uniformes,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_014,311,4.1.1.01.014,Assistencia Medica,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_015,313,4.1.1.01.015,Assistencia Odontologica,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_016,315,4.1.1.01.016,Despesas C/ Pcmso,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_017,317,4.1.1.01.017,Inss,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_018,319,4.1.1.01.018,Fgts S/ Salarios,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_01_019,321,4.1.1.01.019,Horas Extras,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_01,br_pharmedic_chart_template
ttrx_phr4_1_1_02_001,323,4.1.1.02.001,Despesas C/ Cartorios,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_02,br_pharmedic_chart_template
ttrx_phr4_1_1_02_002,325,4.1.1.02.002,Estacionamento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_02,br_pharmedic_chart_template
ttrx_phr4_1_1_02_003,327,4.1.1.02.003,Combustível,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_02,br_pharmedic_chart_template
ttrx_phr4_1_1_02_004,329,4.1.1.02.004,Coffe Break / Cafe / Almoço,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_02,br_pharmedic_chart_template
